id,username,created_at,lng,lat,text
1527219312615989248,PatC63316307,Thu May 19 09:27:13 +0000 2022,-0.0706035,51.464686,"Helping cash-strapped Britons won’t add to inflation, says CBI https://t.co/sWgJI0jwgv"
1527219316437004290,r_renforth,Thu May 19 09:27:14 +0000 2022,-1.4580289999999998,55.028009499999996,😩🤢💩💩
1527219318194425859,space_orbust,Thu May 19 09:27:14 +0000 2022,-1.408469,53.166761,"@BBCNews Use plastic, it'll be reight 👍"
1527219320098627584,DavidBr65161102,Thu May 19 09:27:14 +0000 2022,-2.2038685,52.526056499999996,@MargotLJParker @MailOnline Obviously it’s playing on his sub consciousness. Perhaps he shares his dreams with Tony Bliar😂
1527219321507876864,RyanVanHopkins,Thu May 19 09:27:15 +0000 2022,-1.801981,51.072318499999994,@x_jessca Zero breathing problems and lives a very good life😇
1527219326939451393,wendysmith6161,Thu May 19 09:27:16 +0000 2022,-2.0193015,52.609511499999996,"@Miss_ACaldwell Good morning Primary 2.  I am a School Governor at a School in Chadsmoor, Cannock in Staffordshire.… https://t.co/k9jYfmEwVv"
1527219336787681280,AberJohnny,Thu May 19 09:27:18 +0000 2022,-4.2417514999999995,55.85830249999999,@martybhoy1979 @iainmartin1 Times spokesman. Let's say no more.
1527219337790103552,Lamboholic1,Thu May 19 09:27:19 +0000 2022,0.051168,52.454608,Barrel of Laughs......
1527219346602442752,jogdundee,Thu May 19 09:27:21 +0000 2022,-4.2417514999999995,55.85830249999999,Example of a book I read because I saw it mentioned in another book. My first Somerset Maugham novel. Basically a l… https://t.co/0f66tVg6hQ
1527219347860635648,marysvip,Thu May 19 09:27:21 +0000 2022,-3.1312335,53.244556,@MrGee27 Same here lol 😂
1527219349764857856,TallPaul_D,Thu May 19 09:27:22 +0000 2022,-0.0706035,51.464686,"@SO_DO_ME Can you please remove our picture from your adverts! You DO NOT have our permission, and I will take legal action if you don’t."
1527219351631368194,FootyboyFC,Thu May 19 09:27:22 +0000 2022,-3.75528391,50.58027094,#HaytorRock #HaytorVale...A little break from #volunteering @thefirefighterscharity Glad to be back… https://t.co/ZVQkZR7AEW
1527219353699110915,FatherofBlair,Thu May 19 09:27:22 +0000 2022,-5.1164015,56.807711499999996,@rwb69 @alexmassie Funny that's what I always said. A Cyprus type deal for exchange of something else. That's your obvious starter for 10.
1527219353783083008,jimbolee12,Thu May 19 09:27:22 +0000 2022,-1.56549,53.801956000000004,@tonyj86316 🤣🤣
